CHROM_ref1 CHROM_ref2 POS_ref1 POS_ref2 CHROM_schf1 CHROM_schf2 POS_schf1 POS_schf2 CHROM_miller1 CHROM_miller2 POS_miller1 POS_miller2 rqtl_chr1 rqtl_chr2 map_pos1 map_pos2 cm_dist_map mb_dist_schf mb_dist_ref mb_dist_miller cm_mb_ref cm_mb_schf cm_mb_miller
XR_group6 XR_group6 10912837 9979016 XR XR 15339098 14405277 utg000076l utg000076l 5063438 4142040 X X 65.9440122606283 70.1323008585746 4.1882885979463 933821 933821 921398 4.48510859998468 4.48510859998468 4.54558030074549
XR_group6 XR_group6 9898778 9723020 XR XR 14325039 14149281 utg000076l utg000076l 4062035 3868629 X X 71.6581170473655 72.2540436166035 0.595926569238003 175758 175758 193406 3.39060850281639 3.39060850281639 3.08122069241907
XR_group6 XR_group6 9723020 9152069 XR XR 14149281 13578330 utg000076l utg000076l 3868629 3298587 X X 72.2540436166035 73.8122939212505 1.558250304647 570951 570951 570042 2.72921897789303 2.72921897789303 2.73357104326875
XR_group6 XR_group6 9152069 7564079 XR XR 13578330 11990340 utg000076l utg000076l 3298587 2625755 X X 73.8122939212505 79.9962890554031 6.1839951341526 1587990 1587990 672832 3.89422800782914 3.89422800782914 9.19099438515498
XR_group6 XR_group6 7564079 7835301 XR XR 11990340 12261562 utg000076l utg000076l 2625755 2347674 X X 79.9962890554031 80.9044052799599 0.908116224556807 271222 271222 278081 3.34823954014352 3.34823954014352 3.26565362091192
XR_group6 XR_group6 7835321 8468808 XR XR 12261582 12895069 utg000076l utg000076l 2347674 1975934 X X 80.9044052799599 82.7329163039741 1.82851102401419 633487 633487 371740 2.8864223322881 2.8864223322881 4.91879007912571
XR_group6 XR_group6 8468810 7068320 XR XR 12895071 11494581 utg000076l utg000076l 1975934 1249848 X X 83.788119190547 87.387974796173 3.599855605626 1400490 1400490 726086 2.57042578356576 2.57042578356576 4.95789149718629
XR_group6 XR_group6 7068320 6155602 XR XR 11494581 10581863 utg000076l utg000076l 1249848 309951 X X 87.387974796173 94.836324818357 7.448350022184 912718 912718 939897 8.16062575974617 8.16062575974617 7.92464495810073
XR_group6 XR_group6 5846226 5233008 XR XR 10272487 9659269 utg000045l utg000045l 16215 650078 X X 96.3129565592327 100.74037379734 4.4274172381073 613218 613218 633863 7.21997273091673 7.21997273091673 6.9848172840303
XR_group6 XR_group6 5233008 5025514 XR XR 9659269 9451775 utg000045l utg000045l 650078 856838 X X 100.74037379734 101.236699592146 0.496325794805998 207494 207494 206760 2.39200070751924 2.39200070751924 2.40049233316888
XR_group6 XR_group6 5025514 4706082 XR XR 9451775 9132343 utg000045l utg000045l 856838 1194958 X X 101.236699592146 101.779569005559 0.542869413413001 319432 319432 338120 1.69948350012836 1.69948350012836 1.60555250624926
XR_group6 XR_group6 4706082 4059679 XR XR 9132343 8485940 utg000045l utg000045l 1194958 1853775 X X 101.779569005559 103.697725948807 1.91815694324801 646403 646403 658817 2.96743199404707 2.96743199404707 2.91151707264386
XR_group6 XR_group6 4059679 3489468 XR XR 8485940 7915729 utg000045l utg000045l 1853775 2426282 X X 103.697725948807 105.234072417798 1.536346468991 570211 570211 572507 2.69434730124638 2.69434730124638 2.68354180646001
XR_group6 XR_group6 3489468 3078856 XR XR 7915729 7505117 utg000045l utg000045l 2426282 2836749 X X 105.234072417798 106.082793193478 0.848720775679993 410612 410612 410467 2.06696534850417 2.06696534850417 2.06769551676503
XR_group6 XR_group6 3078856 3292783 XR XR 7505117 7719044 utg000045l utg000045l 2836749 2622961 X X 106.082793193478 106.082793193478 0 213927 213927 213788 0 0 0
XR_group6 XR_group6 3292783 2932016 XR XR 7719044 7358277 utg000045l utg000045l 2622961 2987721 X X 106.082793193478 106.497147569643 0.414354376165008 360767 360767 364760 1.14853735559241 1.14853735559241 1.13596440444404
XR_group6 XR_group6 2932016 2701178 XR XR 7358277 7127439 utg000045l utg000045l 2987721 3216325 X X 106.497147569643 107.499687464013 1.00253989436999 230838 230838 228604 4.34304531476615 4.34304531476615 4.3854871059561
XR_group6 XR_group6 2701178 1755958 XR XR 7127439 6182219 utg000045l utg000045l 3216325 4156259 X X 107.499687464013 109.014429854801 1.514742390788 945220 945220 939934 1.60252892531686 1.60252892531686 1.61154122607332
XR_group6 XR_group6 1635961 1533948 XR XR 6062222 5960209 utg000096l utg000096l 2556190 2454153 X X 109.3716064641 110.058697008849 0.687090544748997 102013 102013 102037 6.73532338769566 6.73532338769566 6.73373918038552
XR_group6 XR_group6 1533948 1247210 XR XR 5960209 5673471 utg000096l utg000096l 2454153 2167714 X X 110.058697008849 110.758666377287 0.699969368438005 286738 286738 286439 2.44114616283159 2.44114616283159 2.44369435879194
XR_group6 XR_group6 1247210 1029429 XR XR 5673471 5455690 utg000096l utg000096l 2167714 1936268 X X 110.758666377287 111.572004765632 0.813338388345002 217781 217781 231446 3.73466183158771 3.73466183158771 3.51416048817004
XR_group6 XR_group6 1029429 751551 XR XR 5455690 5177812 utg000096l utg000096l 1936268 1662971 X X 111.572004765632 111.942252129131 0.370247363499004 277878 277878 273297 1.33240977514954 1.33240977514954 1.35474360676848
XR_group6 XR_group6 745918 124208 XR XR 5172179 4550469 utg000096l utg000096l 1657338 1031146 X X 111.942252129131 112.951848959174 1.00959683004299 621710 621710 626192 1.62390315427288 1.62390315427288 1.61227998767629
XR_group6 XL_group1a 124208 2926945 XR XR 4550469 4144783 utg000096l utg000096l 1031146 575771 X X 112.951848959174 113.470597583628 0.518748624454005 405686 NA 455375 NA 1.27869491294747 1.13916799221302
XL_group1a XL_group1a 2998356 3386551 XR XR 4073372 3685177 utg000096l utg000096l 506040 96808 X X 113.470597583628 113.723474007773 0.252876424145001 388195 388195 409232 0.651415974304153 0.651415974304153 0.617929253198676
XL_group3a XL_group3b 2237891 319934 XR XR 1261568 319934 utg000003l utg000003l 1538805 363031 X X 115.227421765861 115.58840275497 0.360980989109009 941634 NA 1175774 NA 0.383355942021008 0.307015624694039
XL_group1a XL_group1a 1177129 1589621 XL XL 1468337 1055845 utg000069l utg000069l 578460 979794 X X 115.940083365964 116.118246502282 0.178163136318005 412492 412492 401334 0.4319190101093 0.4319190101093 0.443927343105756
XL_group1a XL_group1a 2073288 2431540 XL XL 572178 213926 utg000144l utg000144l 51884 428497 X X 116.690924324108 117.021802149637 0.330877825529001 358252 358252 376613 0.923589611583469 0.923589611583469 0.878561880575022
XL_group1a XL_group1a 2431540 2589140 XL XL 213926 56326 utg000144l utg000144l 428497 590811 X X 117.021802149637 117.479946811099 0.458144661462001 157600 157600 162314 2.90700927323604 2.90700927323604 2.82258253423611
XL_group1e XL_group1e 1370418 2107122 XL XL 4015882 4752586 utg000060l utg000060l 2381762 1640781 X X 118.903291719349 121.037462586096 2.134170866747 736704 736704 740981 2.89691771287654 2.89691771287654 2.88019647838069
XL_group1e XL_group1e 2107122 3067044 XL XL 4752586 5712508 utg000060l utg000060l 1640781 647333 X X 121.037462586096 125.478234792943 4.440772206847 959922 959922 993448 4.62618025927836 4.62618025927836 4.47006004023059
XL_group1e XL_group1e 3067044 3392942 XL XL 5712508 6038406 utg000060l utg000060l 647333 321762 X X 125.478234792943 126.77656673523 1.29833194228701 325898 325898 325571 3.98385980364104 3.98385980364104 3.98786114944822
XL_group1e XL_group1e 3392942 3541185 XL XL 6038406 6186649 utg000060l utg000060l 321762 173472 X X 126.77656673523 127.361984169149 0.585417433918991 148243 148243 148290 3.94903930653718 3.94903930653718 3.947787672257
XL_group1e XL_group1e 4407526 4533561 XL XL 7052990 7179025 utg000077l utg000077l 3578756 3454096 X X 129.898664591751 130.18570580759 0.287041215839025 126035 126035 124660 2.27747225642897 2.27747225642897 2.30259277907128
XL_group1e XL_group1e 4533561 4792842 XL XL 7179025 7438306 utg000077l utg000077l 3454096 3178819 X X 130.18570580759 131.181673619653 0.995967812062986 259281 259281 275277 3.8412680144823 3.8412680144823 3.61805676486952
XL_group1e XL_group1e 4792842 5164211 XL XL 7438306 7809675 utg000077l utg000077l 3178819 2799690 X X 131.181673619653 133.981072464991 2.799398845338 371369 371369 379129 7.5380520327168 7.5380520327168 7.38376342969808
XL_group1e XL_group1e 5164211 5453064 XL XL 7809675 8098528 utg000077l utg000077l 2799690 2493309 X X 133.981072464991 134.668313499846 0.687241034854992 288853 288853 306381 2.37920684519459 2.37920684519459 2.24309286429313
XL_group1e XL_group1e 5518352 7064992 XL XL 8163816 9710456 utg000077l utg000077l 2428056 794276 X X 134.897434859745 141.735315626393 6.837880766648 1546640 1546640 1633780 4.42111982532975 4.42111982532975 4.18531305723414
XL_group1e XL_group1e 7095031 7320427 XL XL 9740495 9965891 utg000077l utg000077l 764289 539142 X X 141.938930903132 142.677085823225 0.738154920093024 225396 225396 225147 3.27492466633402 3.27492466633402 3.27854655000077
XL_group1e XL_group1e 7320427 7510298 XL XL 9965891 10155762 utg000077l utg000077l 539142 349642 X X 142.677085823225 143.758954804877 1.08186898165198 189871 189871 189500 5.697915856829 5.697915856829 5.70907114328221
XL_group1e XL_group1e 7510298 7659234 XL XL 10155762 10304698 utg000077l utg000077l 349642 211769 X X 143.758954804877 144.621833603255 0.862878798378006 148936 148936 137873 5.79362141039108 5.79362141039108 6.25850455403165
XL_group1e XL_group1e 7705255 7865992 XL XL 10350719 10511456 utg000077l utg000077l 166095 5409 X X 144.800535556439 145.661778530881 0.861242974442007 160737 160737 160686 5.35808789788292 5.35808789788292 5.35978849708131
XL_group1e XL_group1e 8444803 8758456 XL XL 11090267 11403920 utg000187l utg000187l 826991 503008 X X 148.36723811134 149.758669834682 1.39143172334201 313653 313653 323983 4.43621366077165 4.43621366077165 4.29476769874348
XL_group1e XL_group1e 8758456 9197367 XL XL 11403920 11842831 utg000187l utg000187l 503008 12364 X X 149.758669834682 151.440419835167 1.68175000048501 438911 438911 490644 3.83164240696863 3.83164240696863 3.42763796252478
XL_group1e XL_group1e 9586208 9801762 XL XL 12231672 12447226 utg000186l utg000186l 480020 264607 X X 153.948382433334 155.466508188348 1.51812575501401 215554 215554 215413 7.04290226585455 7.04290226585455 7.04751224398719
XL_group1e XL_group1e 10372397 10729320 XL XL 13017861 13374784 utg000234l utg000234l 601808 253952 X X 157.058290926365 158.623159795308 1.56486886894299 356923 356923 347856 4.38433182771353 4.38433182771353 4.49861111765499
XL_group1e XL_group1e 10729320 10924866 XL XL 13374784 13570330 utg000234l utg000234l 253952 52134 X X 158.623159795308 159.387684720385 0.764524925077012 195546 195546 201818 3.90969349962163 3.90969349962163 3.78818997848067
XL_group1e XL_group1e 12087936 12421527 XL XL 14733400 15066991 utg000140l utg000140l 1909947 1579264 X X 163.772360610054 165.938637035352 2.16627642529801 333591 333591 330683 6.49380956110329 6.49380956110329 6.55091560587635
XL_group1e XL_group1a 12421527 5788661 XL XL 15066991 15599968 utg000140l utg000140l 1579264 1051013 X X 165.938637035352 168.262502461902 2.32386542654999 532977 NA 528251 NA 4.36016080722055 4.39916900592708
XL_group1a XL_group1a 5837005 6203408 XL XL 15648312 16014715 utg000140l utg000140l 1002835 638248 X X 168.540153558207 170.093446493394 1.55329293518699 366403 366403 364587 4.23930190306026 4.23930190306026 4.26041777459698
XL_group1a XL_group1a 6203408 6330087 XL XL 16014715 16141394 utg000140l utg000140l 638248 511579 X X 170.093446493394 170.362030500734 0.268584007339996 126679 126679 126669 2.12019361804242 2.12019361804242 2.12036099866578
XL_group1a XL_group1a 6330087 6745254 XL XL 16141394 16556561 utg000140l utg000140l 511579 93758 X X 170.362030500734 171.380241984703 1.018211483969 415167 415167 417821 2.45253472450604 2.45253472450604 2.43695621801919
XL_group1a XL_group1a 8262942 8486950 XL XL 18074249 18298257 utg000062l utg000062l 1567927 1320145 X X 179.751703302861 179.751703302861 0 224008 224008 247782 0 0 0
XL_group1a XL_group1a 8486950 8211556 XL XL 18298257 18022863 utg000062l utg000062l 1320145 1619492 X X 179.751703302861 179.751703302861 0 275394 275394 299347 0 0 0
XL_group1a XL_group1a 8211556 9064336 XL XL 18022863 18875643 utg000062l utg000062l 1619492 737379 X X 179.751703302861 181.371429967545 1.61972666468401 852780 852780 882113 1.89934879416029 1.89934879416029 1.83618954111776
XL_group1a XL_group3a 9064336 1037457 XL XL 18875643 19288023 utg000062l utg000062l 737379 338314 X X 181.371429967545 181.988995180401 0.617565212855993 412380 NA 399065 NA 1.49756344356175 1.54753038441355
